,POI_category_name,POI_category_ID,POI_yelp_id,POI_alias,POI_name,POI_image_url,POI_is_closed,POI_url,POI_review_count,POI_rating,POI_price,POI_phone,POI_display_phone
11,Park,16032,pP9eottHTBCGW9uEBR5myw,the-poodle-on-the-pole-vancouver,The Poodle On The Pole,https://s3-media2.fl.yelpcdn.com/bphoto/hmqfvh0eyaRkxbHSyarOPA/o.jpg,False,https://www.yelp.com/biz/the-poodle-on-the-pole-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,2.0,,,
12,Park,16032,Xno26mcyiOtgHoUkJ0gGIQ,grimmett-park-vancouver,Grimmett Park,https://s3-media2.fl.yelpcdn.com/bphoto/zE4SJC9vnBtcCijjMF7KZQ/o.jpg,False,https://www.yelp.com/biz/grimmett-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,3.0,,,
13,Park,16032,CVICOGRpECgCNG2J-31JMw,helmcken-park-vancouver,Helmcken Park,https://s3-media4.fl.yelpcdn.com/bphoto/gzV224ptHWrg8RvPQI_TYw/o.jpg,False,https://www.yelp.com/biz/helmcken-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,3.0,,,
14,Park,16032,nGAwccdDf9rFW4GTVpH2vw,emery-barnes-park-vancouver,Emery Barnes Park,https://s3-media1.fl.yelpcdn.com/bphoto/oVvbDWT5QPSwb0wswqa8Ig/o.jpg,False,https://www.yelp.com/biz/emery-barnes-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,26,4.0,,,
16,Park,16032,lqhQMVcOu6NDNIQKP7a0rg,david-lam-park-vancouver,David Lam Park,https://s3-media1.fl.yelpcdn.com/bphoto/qmd0FsSQjR3hZPP-8ncMfg/o.jpg,False,https://www.yelp.com/biz/david-lam-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,17,4.5,,,
17,Park,16032,5-3wyrIOYInzwEZHTQP9nw,yaletown-park-vancouver,Yaletown Park,https://s3-media4.fl.yelpcdn.com/bphoto/mYDz8YLICyILmh7cfktrhg/o.jpg,False,https://www.yelp.com/biz/yaletown-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,8,2.0,,,
18,Park,16032,bFQBBVUNF3wY6e4RMysDxw,rotery-beach-park-vancouver,Rotery Beach Park,,False,https://www.yelp.com/biz/rotery-beach-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,3.0,,,
19,Park,16032,-fHqwIU4S-uD9O-ouzhE_A,rainbow-park-vancouver,Rainbow Park,https://s3-media4.fl.yelpcdn.com/bphoto/5sMzPag0gWwoNyYrwhjnig/o.jpg,False,https://www.yelp.com/biz/rainbow-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,5.0,,,
20,Park,16032,pDB82PDofocYiHrH1lF88g,george-wainborn-park-vancouver,George Wainborn Park,https://s3-media1.fl.yelpcdn.com/bphoto/pQSv7s0AxIYvMoTmgdwBcw/o.jpg,False,https://www.yelp.com/biz/george-wainborn-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,9,4.5,,,
21,Park,16032,0Dd1Cjt_XoVaEvPOkyBD-g,coopers-park-vancouver,Coopers' Park,https://s3-media2.fl.yelpcdn.com/bphoto/wrVHoNK61jLqT0RJDHq_zA/o.jpg,False,https://www.yelp.com/biz/coopers-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,18,4.0,,,
22,Park,16032,tzUw_wiTr7CcDBKq4YK5XA,davie-village-community-garden-vancouver,Davie Village Community Garden,https://s3-media3.fl.yelpcdn.com/bphoto/9e5ldXWFbjJ0gtCp3qLFfg/o.jpg,False,https://www.yelp.com/biz/davie-village-community-garden-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,5,2.0,,,
24,Park,16032,iLIGa6EvBujh-2bQHlvzkA,habitat-island-vancouver,Habitat Island,https://s3-media3.fl.yelpcdn.com/bphoto/8DbVuATLO0j0mOSGykldwg/o.jpg,False,https://www.yelp.com/biz/habitat-island-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.0,,,
27,Park,16032,_1Mn8FBU7TKq1vrVljBsWw,ron-basford-park-vancouver,Ron Basford Park,https://s3-media1.fl.yelpcdn.com/bphoto/1Yni7cmM-loqSu7OPQv1Lw/o.jpg,False,https://www.yelp.com/biz/ron-basford-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,7,4.0,,,
29,Park,16032,-nnbiBMMbT5gj4zVnxvyuA,cathedral-square-vancouver,Cathedral Square,https://s3-media1.fl.yelpcdn.com/bphoto/BZ3WoBNQEIlVTPxHK9mT_A/o.jpg,False,https://www.yelp.com/biz/cathedral-square-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,3.0,,16046823848.0,+1 604-682-3848
30,Park,16032,TMJ04QPJx-xf-UtpUk-AMQ,granville-island-water-park-vancouver,Granville Island Water Park,https://s3-media2.fl.yelpcdn.com/bphoto/VBrTUVagEMnHhKmTeJSNQA/o.jpg,False,https://www.yelp.com/biz/granville-island-water-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,5.0,,16048737000.0,+1 604-873-7000
33,Park,16032,dtYmLpvyY0dwEFrYLSZZCQ,nelson-park-vancouver,Nelson Park,https://s3-media1.fl.yelpcdn.com/bphoto/boUHDExnIyrtZp88K1-4Ew/o.jpg,False,https://www.yelp.com/biz/nelson-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,28,3.5,,,
34,Park,16032,kj7j-VpJuGLEgAKDtNPA3g,sutcliffe-park-vancouver,Sutcliffe Park,https://s3-media2.fl.yelpcdn.com/bphoto/8dw36Hp7Jbboidl6AAzf6w/o.jpg,False,https://www.yelp.com/biz/sutcliffe-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.5,,,
35,Park,16032,SWVK2Gl3tx_-SRr-kUIaHw,victory-square-vancouver,Victory Square,https://s3-media4.fl.yelpcdn.com/bphoto/B19LXgpqX6wcrRH3Ou_Hfg/o.jpg,False,https://www.yelp.com/biz/victory-square-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,11,3.0,,,
40,Park,16032,urdEvzGYiapFJWbO2uBdiQ,andy-livingstone-park-vancouver,Andy Livingstone Park,https://s3-media1.fl.yelpcdn.com/bphoto/kccsNdevZa_X1hjeJA4akg/o.jpg,False,https://www.yelp.com/biz/andy-livingstone-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,5,3.0,,,
45,Park,16032,Ue5qaMsRhK2bUqo7bVhl5Q,crab-park-vancouver,Crab Park,https://s3-media3.fl.yelpcdn.com/bphoto/2nW9wug7ARySn8CbIatoOg/o.jpg,False,https://www.yelp.com/biz/crab-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,25,4.0,,,
47,Park,16032,2L0qLXc_pdGtPSIQzos6vw,creekside-park-vancouver,Creekside Park,https://s3-media4.fl.yelpcdn.com/bphoto/4VWc3PNI0cWEb2sIzNlxBw/o.jpg,False,https://www.yelp.com/biz/creekside-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,16048737000.0,+1 604-873-7000
63,Park,16032,LkQPQDjXRWn5hHpQiNCIgg,douglas-park-vancouver,Douglas Park,https://s3-media2.fl.yelpcdn.com/bphoto/CMgxEjhRP-1VaOohzztBAg/o.jpg,False,https://www.yelp.com/biz/douglas-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,4.0,,,
64,Park,16032,klHSyzXEDjpWAQBA-jRdhw,douglas-park-community-centre-vancouver,Douglas Park Community Centre,,False,https://www.yelp.com/biz/douglas-park-community-centre-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,16042578130.0,+1 604-257-8130
69,Park,16032,H9Mzaq7cfLaG9LE2bpodnQ,choklit-park-vancouver,Choklit Park,https://s3-media4.fl.yelpcdn.com/bphoto/PXQdIib9zTkWxfemtjHNEg/o.jpg,False,https://www.yelp.com/biz/choklit-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,3.0,,,
110,Park,16032,oHRYpXS_FSG8JO5z8Bvm8Q,trillium-park-vancouver,Trillium Park,https://s3-media2.fl.yelpcdn.com/bphoto/NSU6RxBnhQRgUDHozbXaQA/o.jpg,False,https://www.yelp.com/biz/trillium-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,,
114,Park,16032,qZzyCmBfsnWDxFFSFYaAIA,dude-chilling-park-vancouver,Dude Chilling Park,https://s3-media1.fl.yelpcdn.com/bphoto/-2kq-buzE4pB7wIEuoeKlQ/o.jpg,False,https://www.yelp.com/biz/dude-chilling-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,11,4.5,,,
115,Park,16032,AkIFoi1W7tFvomCeaFWw8Q,guelph-park-vancouver,Guelph Park,https://s3-media2.fl.yelpcdn.com/bphoto/_rvKTfl2OmwXhHvUocKXqQ/o.jpg,False,https://www.yelp.com/biz/guelph-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,4.5,,,
119,Park,16032,GlYICUHh-vsbdBsdjnRwMg,harbour-green-park-vancouver,Harbour Green Park,https://s3-media2.fl.yelpcdn.com/bphoto/421r9GyMjU_3xoG_E7c23Q/o.jpg,False,https://www.yelp.com/biz/harbour-green-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,14,4.5,,,
138,Park,16032,XAKULkvx3NBAMoBZHov0xA,barclay-heritage-square-vancouver,Barclay Heritage Square,https://s3-media2.fl.yelpcdn.com/bphoto/Uo6EiA92qczGHK0YEtCicQ/o.jpg,False,https://www.yelp.com/biz/barclay-heritage-square-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,,
182,Park,16032,FpXp_Knu7QK5AI-vbZTKBA,barclay-manor-vancouver,Barclay Manor,https://s3-media2.fl.yelpcdn.com/bphoto/GJfuN67tXsgJVgkEqPmDWA/o.jpg,False,https://www.yelp.com/biz/barclay-manor-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,16042578349.0,+1 604-257-8349
266,Park,16032,4rPdq_msvGOvoEs1vWtwrw,oppenheimer-park-vancouver,Oppenheimer Park,https://s3-media2.fl.yelpcdn.com/bphoto/dr2hH65Rl4pguSRquqCAtA/o.jpg,False,https://www.yelp.com/biz/oppenheimer-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,5,2.5,,,
274,Park,16032,EGZABxCmlA3PNwbSYXhLbA,morton-park-vancouver,Morton Park,https://s3-media3.fl.yelpcdn.com/bphoto/mdefZfar2k6lXxIomdZtxg/o.jpg,False,https://www.yelp.com/biz/morton-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,13,4.5,,,
275,Park,16032,4563XS_PrPJivPv_R5sW3Q,alexandra-park-vancouver,Alexandra Park,https://s3-media2.fl.yelpcdn.com/bphoto/FXggC0Z2FBPw8Q8FskR86A/o.jpg,False,https://www.yelp.com/biz/alexandra-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,,
276,Park,16032,VoziJj_Fw67OtZtdDzrpQg,english-bay-beach-park-vancouver,English Bay Beach Park,https://s3-media3.fl.yelpcdn.com/bphoto/mI7EtJHzUkEnvBJrt8N7Ag/o.jpg,False,https://www.yelp.com/biz/english-bay-beach-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,68,4.5,,,
279,Park,16032,42Tg2jf217mRb_rqYpKAbw,stanley-park-shuffleboard-court-area-gated-off-lease-dog-park-vancouver,Stanley Park Shuffleboard Court Area - Gated Off-lease Dog Park,,False,https://www.yelp.com/biz/stanley-park-shuffleboard-court-area-gated-off-lease-dog-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,3.0,,16042578480.0,+1 604-257-8480
280,Park,16032,AVulOVkLG2LIRaOdOAmdlA,lost-lagoon-vancouver,Lost Lagoon,https://s3-media4.fl.yelpcdn.com/bphoto/G5A_oD3Iux3YLqeVd-UAqw/o.jpg,False,https://www.yelp.com/biz/lost-lagoon-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,18,4.5,,,
282,Park,16032,FqPfBcBh9r_HmW6FZA1_gQ,devonian-harbour-park-vancouver,Devonian Harbour Park,https://s3-media4.fl.yelpcdn.com/bphoto/BxNWhDuk6GLXqnfsZ_IVOQ/o.jpg,False,https://www.yelp.com/biz/devonian-harbour-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,,
284,Park,16032,XHJTdq8QJp6_9oCj5hU85w,vancouver-seawall-vancouver,Vancouver Seawall,https://s3-media2.fl.yelpcdn.com/bphoto/4H574gFPaS6Hn5C9ybzwnw/o.jpg,False,https://www.yelp.com/biz/vancouver-seawall-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,101,5.0,,,
286,Park,16032,Ie3gNY_AqjQ0OsWwycwaEQ,sunset-beach-park-vancouver,Sunset Beach Park,https://s3-media1.fl.yelpcdn.com/bphoto/fT42jaWZ75lvqpf_UGKBlw/o.jpg,False,https://www.yelp.com/biz/sunset-beach-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,29,4.5,,,
288,Park,16032,kRl_c-eObP6vf3KbJ0fulw,movies-in-the-park-vancouver,Movies in the Park,https://s3-media3.fl.yelpcdn.com/bphoto/7-H6BZdXQfoLvYxs1lHFLw/o.jpg,False,https://www.yelp.com/biz/movies-in-the-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,4.5,,,
300,Park,16032,kajMc2fkWKdzKJ1M4pm47Q,stanley-park-vancouver-4,Stanley Park,https://s3-media1.fl.yelpcdn.com/bphoto/dQgnQAKwK4Y8OhLPpMwfvg/o.jpg,False,https://www.yelp.com/biz/stanley-park-vancouver-4?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1066,5.0,,,
360,Park,16032,wmzouEZJUH_8Pb7iR6Mtsw,granville-loop-park-vancouver,Granville Loop Park,https://s3-media2.fl.yelpcdn.com/bphoto/0itabdLHvJM5cptx5FGUEg/o.jpg,False,https://www.yelp.com/biz/granville-loop-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,4,3.5,,,
387,Park,16032,QyM6cOqTzPl7KzWXYQE-Hg,vanier-park-vancouver,Vanier Park,https://s3-media4.fl.yelpcdn.com/bphoto/Yuc33f5trcKJ_jDkFLvMRg/o.jpg,False,https://www.yelp.com/biz/vanier-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,20,4.0,,,
459,Park,16032,G6OHz1yM0QALHZX-UR0E7Q,maclean-park-vancouver,MacLean Park,https://s3-media3.fl.yelpcdn.com/bphoto/xfPzFAf7E1Wn7vQFNENKvw/o.jpg,False,https://www.yelp.com/biz/maclean-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.5,,,
460,Park,16032,RgIFM9UZr3x6phaA5fmAnw,maclean-park-music-vancouver,MacLean Park Music,https://s3-media2.fl.yelpcdn.com/bphoto/U_AzlvqTkP41tibks1FJzw/o.jpg,False,https://www.yelp.com/biz/maclean-park-music-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,4.0,,,
489,Park,16032,0U6ydk93s7qLQNIZeUVkDw,hadden-park-vancouver,Hadden Park,https://s3-media3.fl.yelpcdn.com/bphoto/yvDrk7SmcHMPg1rfptE1pg/o.jpg,False,https://www.yelp.com/biz/hadden-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,6,4.5,,,
525,Park,16032,yGQpwMjAF6yAolS3cwAV7A,vancouver-city-vancouver-83,Vancouver City,https://s3-media3.fl.yelpcdn.com/bphoto/8v6fE4sXSN-DHW86sasPiA/o.jpg,False,https://www.yelp.com/biz/vancouver-city-vancouver-83?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,16047385487.0,+1 604-738-5487
526,Park,16032,JntcGdNQMcH7S4rA0R8j5A,kitsilano-beach-park-vancouver,Kitsilano Beach Park,https://s3-media2.fl.yelpcdn.com/bphoto/C1VvxNCmzr-J8H024bYcCg/o.jpg,False,https://www.yelp.com/biz/kitsilano-beach-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,70,4.0,,,
530,Park,16032,j5sV922XcXgvhAFNR4QeTw,fifth-and-pine-park-vancouver,Fifth and Pine Park,https://s3-media2.fl.yelpcdn.com/bphoto/L89Anqg2uwxW6SuGYl72Ug/o.jpg,False,https://www.yelp.com/biz/fifth-and-pine-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,,
564,Park,16032,WXM44r9yvvv3J0GGAN_Q5Q,granville-park-vancouver,Granville Park,,False,https://www.yelp.com/biz/granville-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,16048737000.0,+1 604-873-7000
578,Park,16032,spgxf-G1MQ0TNGZGc7tAJQ,shaughnessy-park-vancouver,Shaughnessy Park,https://s3-media1.fl.yelpcdn.com/bphoto/N2aWMd-ZNfVxQNRUBhTsuQ/o.jpg,False,https://www.yelp.com/biz/shaughnessy-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,4.5,,,
584,Park,16032,gDZfw1SMq-Jxm4aGPaOpVg,angus-park-vancouver,Angus Park,https://s3-media4.fl.yelpcdn.com/bphoto/s_pvUw0RUXnxOQpkGrD8pA/o.jpg,False,https://www.yelp.com/biz/angus-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,5.0,,16048737000.0,+1 604-873-7000
595,Park,16032,Yj3C9YTDPJaCDVU6SGQi8g,arbutus-greenway-vancouver,Arbutus Greenway,https://s3-media1.fl.yelpcdn.com/bphoto/OaoDuPxzeLfMTWS9u5nYqQ/o.jpg,False,https://www.yelp.com/biz/arbutus-greenway-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,4.5,,,
622,Park,16032,K_IbgxZRsjO0KfOf9aZ2-w,robson-park-vancouver,Robson Park,https://s3-media2.fl.yelpcdn.com/bphoto/6GDQZfKp7yDEAl9wnzhuxA/o.jpg,False,https://www.yelp.com/biz/robson-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,9,4.0,,16042578400.0,+1 604-257-8400
628,Park,16032,7PTjXuC7Q2RdDEkKQ_JMsw,tea-swamp-park-vancouver,Tea Swamp Park,https://s3-media3.fl.yelpcdn.com/bphoto/21dNg8WEfbcHHsMEZWtlTg/o.jpg,False,https://www.yelp.com/biz/tea-swamp-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,4,4.5,,,
634,Park,16032,tU4mzPa6-8Cv1Xtcke-PMA,mcauley-park-vancouver,McAuley Park,,False,https://www.yelp.com/biz/mcauley-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,16048737000.0,+1 604-873-7000
638,Park,16032,hyRtWkhbOBr3JyuRyzTjTQ,arbutus-greenway-park-vancouver,Arbutus Greenway Park,,False,https://www.yelp.com/biz/arbutus-greenway-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,4.0,,,
646,Park,16032,lga3zi9kT0fQSK_MK23X8g,rosemary-brown-park-vancouver,Rosemary Brown Park,https://s3-media3.fl.yelpcdn.com/bphoto/Rxz7jtJjSap1p2hi8tO2pQ/o.jpg,False,https://www.yelp.com/biz/rosemary-brown-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,1,3.0,,,
647,Park,16032,h4yQPK4oa7TvYOgoah8edA,connaught-park-vancouver,Connaught Park,https://s3-media2.fl.yelpcdn.com/bphoto/DBGwjwUdtS_p8iTxAOcAHw/o.jpg,False,https://www.yelp.com/biz/connaught-park-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,3,3.5,,,
752,Park,16032,TBcn1EwTCv3EsF4SEI3s4w,lovers-walk-trail-vancouver,Lovers Walk Trail,https://s3-media1.fl.yelpcdn.com/bphoto/uUlKha9ONHHiG22Fr-4Vlw/o.jpg,False,https://www.yelp.com/biz/lovers-walk-trail-vancouver?adjust_creative=NIcD8b9uXX3kw0W6kNfMVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=NIcD8b9uXX3kw0W6kNfMVw,2,5.0,,16048737000.0,+1 604-873-7000
